,Titel,Schlüsselwörter
134,48697_cleaned,"[('harbor pearl', 0.663), ('pearl harbor', 0.636), ('harbor operation', 0.616), ('pearl harbors', 0.6131), ('harbor japans', 0.5836)]"
135,1739775_cleaned,"[('lindenkreuzung straßen', 0.6825), ('straßenbahnlinien lindenkreuzung', 0.6798), ('linden tunnelsohle', 0.6505), ('linden behrenstraße', 0.6296), ('straße linden', 0.6266)]"
136,1674815_cleaned,"[('gelbschnabelelster nordamerikanische', 0.5551), ('gelbschnabelelster vorwiegend', 0.5438), ('gelbschnabelelster bestandes', 0.5413), ('gelbschnabelelster schwestertaxon', 0.5397), ('insekten gelbschnabelelster', 0.536)]"
137,1774730_cleaned,"[('fauna regenmoore', 0.6182), ('dartmoor landschaftsmalerei', 0.5571), ('aapamoore mineralbodenwasser', 0.5474), ('mineralsalzeinträge dünger', 0.5389), ('profilschnitt plateauregenmoor', 0.5364)]"
138,1314644_cleaned,"[('würger laniidae', 0.5905), ('laniidae', 0.486), ('laniidae große', 0.4729), ('neubewertung taxonomischen', 0.4679), ('verbreitungskarte iucn', 0.4607)]"
139,97748_cleaned,"[('habsburg hessen', 0.6845), ('reformmaßnahmen hessen', 0.6259), ('hesse reformation', 0.62), ('hessen kassel', 0.6183), ('herzogtum habsburgischer', 0.6142)]"
140,695215_cleaned,"[('kunst antinoos', 0.6751), ('kunstwerken antike', 0.6445), ('antiker kunstwerke', 0.6335), ('antinoos inschriftlich', 0.5815), ('antiken kunst', 0.5734)]"
141,19571_cleaned,"[('peloponnes spartanische', 0.5454), ('klassischen griechenlands', 0.4979), ('spartanische truppen', 0.4978), ('spartanische furcht', 0.4887), ('krieg spartanischen', 0.4855)]"
142,32350_cleaned,"[('brockhaus enzyklopädie', 0.5539), ('brockhaus sächsischen', 0.5257), ('brockhaus bibliographisches', 0.525), ('handelsbestimmungen brockhaus', 0.5124), ('projekt brockhaus', 0.5078)]"
143,119571_cleaned,"[('panzerverband panzerbefehlsfahrzeugen', 0.7528), ('panzer panzerverbänden', 0.7423), ('sicherungsfahrzeuge panzer', 0.7376), ('panzer unterstützungsfahrzeug', 0.734), ('panzerkampfwagen panzer', 0.7285)]"
144,3329672_cleaned,"[('genes foxp2', 0.7448), ('foxp2 gene', 0.7431), ('foxp2 proteins', 0.7257), ('foxp2 protein', 0.7231), ('protein foxp2', 0.718)]"
145,7565178_cleaned,"[('untersuchungen spiropterakarzinom', 0.6067), ('entdeckung spiropterakarzinoms', 0.5723), ('spiropterakarzinoms gastritis', 0.5643), ('experimentellen spiropterakarzinoms', 0.5632), ('spiropterakarzinom spiropterenkarzinom', 0.5556)]"
146,730217_cleaned,"[('confederation bridge', 0.6363), ('bridge confederation', 0.6342), ('bridges confederation', 0.6178), ('brunswick confederation', 0.6048), ('bridge konföderationsbrücke', 0.5754)]"
147,10816645_cleaned,"[('art venezuela', 0.501), ('art geltende', 0.4541), ('vorkommende luchsspinne', 0.4512), ('luchsspinne aufeinanderfolgenden', 0.4498), ('luchsspinnen funktionslosen', 0.4485)]"
148,377374_cleaned,"[('frankfurt bahn', 0.665), ('frankfurter bahn', 0.6557), ('bahn frankfurt', 0.6464), ('stadtbahn bahn', 0.6432), ('bahn bahn', 0.6343)]"
149,11204611_cleaned,"[('musiktheorie eulers', 0.5479), ('mathematische musiktheorie', 0.5435), ('zahlen mathematiker', 0.5425), ('mathematiker eulers', 0.5221), ('eulers musiktheorie', 0.52)]"
150,1067525_cleaned,"[('bombenangriff braunschweig', 0.6114), ('braunschweig bombenkrieg', 0.6059), ('bombenkrieg braunschweigischen', 0.6047), ('luftverteidigung braunschweig', 0.6001), ('braunschweig luftkrieg', 0.5959)]"
151,11724_cleaned,"[('lienz städtepartnerschaften', 0.5591), ('städtepartnerschaften lienz', 0.5384), ('osttirol stadtgebiet', 0.5191), ('gegnerschaft lienzern', 0.5031), ('inwohner sollhäuser', 0.5014)]"
152,52436_cleaned,"[('sterne andromedagalaxie', 0.6706), ('andromedagalaxie sterne', 0.6544), ('sternbild andromedagalaxie', 0.6537), ('andromedagalaxie sternbild', 0.6479), ('galaxien andromedagalaxie', 0.6373)]"
153,4610_cleaned,"[('hauptausscheidungsprodukt serotonin', 0.7534), ('serotonin signalweiterleitung', 0.7465), ('serotoninproduktion anwesenheit', 0.7353), ('serotoninproduktion gleichzeitiger', 0.7254), ('serotoninwiederaufnahmehemmern serotonin', 0.7187)]"
154,22857_cleaned,"[('illuminatenordens überwiegenden', 0.5412), ('illuminatische verschwörungstheorie', 0.5208), ('illuminatenordens neuerscheinung', 0.5092), ('funktion illuminatenordens', 0.5069), ('illuminatenordens deutsche', 0.5058)]"
155,6288925_cleaned,"[('nordschwarzwaldes km', 0.5472), ('rehbergregion km', 0.5448), ('rehbergregion reizschwaches', 0.5316), ('nordschwarzwaldes', 0.5267), ('bergkette nordschwarzwalds', 0.5236)]"
156,3876_cleaned,"[('irrationalität kreiszahl', 0.4866), ('einfachen irrationalitätsbeweis', 0.4772), ('kreiszylinder mathematik', 0.4612), ('kreiszahl mathematisch', 0.4602), ('quadratisch irrationale', 0.4595)]"
157,605613_cleaned,"[('kreml russisch', 0.6588), ('russland kreml', 0.6496), ('kremlregiment russ', 0.6483), ('moskauer kremls', 0.6448), ('kremlgeländes russisch', 0.6446)]"
158,12079694_cleaned,"[('bananenspinne spinnen', 0.6024), ('bananenspinnen spinnenarten', 0.591), ('verwendung spinnennetzes', 0.5675), ('bananenspinne informationen', 0.5579), ('bananenspinne zeit', 0.5454)]"
159,666314_cleaned,"[('flechte photobionten', 0.6659), ('photobionten flechte', 0.6394), ('photobionten flechten', 0.6295), ('flechtenkörper photobionten', 0.6262), ('flechten cyanobakterien', 0.6227)]"
160,3012398_cleaned,"[('europäischer vipern', 0.5424), ('bergotter kleinasiatischen', 0.5334), ('türkische bergotter', 0.5313), ('viperidae bonner', 0.5291), ('kleinasiatischen bergotter', 0.528)]"
161,219004_cleaned,"[('genuss palmfarnen', 0.6866), ('palmwedel palmsonntag', 0.6639), ('palmfarne cycadophyta', 0.6486), ('untersuchungen palmfarne', 0.6423), ('palmenartigen unterirdischen', 0.6399)]"
162,551515_cleaned,"[('weichmann journalist', 0.6978), ('weichmann herbert', 0.6647), ('herbert weichmann', 0.6608), ('weichmanns herbert', 0.6513), ('weichmann bürgerschaft', 0.6474)]"
163,296704_cleaned,"[('groitzsch stadt', 0.5209), ('stadt groitzsch', 0.5111), ('groitzsch burg', 0.5108), ('höhenburg nordwestlichen', 0.5082), ('burg groitzsch', 0.5042)]"
164,2681426_cleaned,"[('cecropiaceae ameisenbäumen', 0.5686), ('cecropia annulata', 0.5436), ('beispiel cecropia', 0.5436), ('spezialisierung cecropia', 0.5404), ('cecropia peltata', 0.5336)]"
165,1354583_cleaned,"[('klosters oelinghausen', 0.6213), ('jahrhundert oelinghausen', 0.6143), ('klosterkirche oelinghausen', 0.6092), ('oelinghausen jahrzehnte', 0.6069), ('klueting oelinghausen', 0.6046)]"
166,4729299_cleaned,"[('john london', 0.561), ('theatern englands', 0.5328), ('theaterwelt london', 0.5312), ('londoner theater', 0.5152), ('london lands', 0.4982)]"
167,5796_cleaned,"[('leutnant bayerischen', 0.5835), ('schneeferner leutnant', 0.5391), ('bahnhof zugspitzplatt', 0.5313), ('bergbahnen tiroler', 0.5123), ('zugspitze berg', 0.5122)]"
168,1574574_cleaned,"[('isabella beetons', 0.6955), ('beeton isabella', 0.6863), ('isabella beeton', 0.6849), ('beeton isabellas', 0.6805), ('mrs beeton', 0.5691)]"
169,343058_cleaned,"[('abwandlung dunkelfeldmikroskopie', 0.6598), ('methode dunkelfeldmikroskopie', 0.6522), ('dunkelfeldmikroskopie objekte', 0.6409), ('abgrenzung dunkelfeldmikroskopie', 0.6273), ('auflösung dunkelfeldmikroskopie', 0.6198)]"
170,12427_cleaned,"[('migräneprophylaxe nebenwirkungen', 0.7059), ('therapieresistenten migräne', 0.6918), ('migräneprophylaxe häufigkeit', 0.6886), ('migräne statistisch', 0.6865), ('migräneauslöser patienten', 0.6761)]"
171,1689257_cleaned,"[('mecklenburg rostock', 0.6437), ('stadtplanung rostock', 0.6346), ('stadtwerdung rostocks', 0.6322), ('rostock wirtschaft', 0.632), ('rostock wirtschaftlichen', 0.6276)]"
172,4409872_cleaned,"[('länderinformation timor', 0.6201), ('referendum timor', 0.5962), ('timor referendum', 0.594), ('referendums indonesien', 0.5512), ('determination timor', 0.5467)]"
173,385467_cleaned,"[('mathematiker musiktheoretiker', 0.6318), ('musik mathematik', 0.6247), ('mathematik musik', 0.6084), ('musik mathémata', 0.6026), ('musikinstrumenten experimenten', 0.5499)]"
174,1001661_cleaned,"[('salzpflanzen halophyten', 0.6309), ('salzpflanze halophyt', 0.5862), ('salzluftkonzentration pflanzen', 0.5483), ('mechanismen salzpflanzen', 0.5442), ('photosynthesemechanismen pflanzen', 0.5368)]"
175,262971_cleaned,"[('dohlen corvus', 0.517), ('dohle corvus', 0.5006), ('nordeuropas dohlen', 0.4978), ('corvus enges', 0.491), ('nordwesten aralsee', 0.4887)]"
176,2995935_cleaned,"[('malfatti problems', 0.5497), ('malfatti problem', 0.5444), ('problem malfatti', 0.5381), ('malfatti problema', 0.534), ('dreieck malfatti', 0.5338)]"
177,1714414_cleaned,"[('deutschen rasenbinse', 0.6028), ('deutsche rasenbinse', 0.5963), ('rasenbinse linnaeus', 0.5962), ('deutscher rasenbinse', 0.5944), ('rasenbinse', 0.5937)]"
178,627924_cleaned,"[('wrestlern roussimoff', 0.63), ('wrestlingtitel andré', 0.6296), ('wcw roussimoffs', 0.6195), ('andré wrestlerisch', 0.5934), ('wrestler schauspieler', 0.5903)]"
179,2318907_cleaned,"[('krauselklause semmeringbahn', 0.7176), ('semmeringbahn mini', 0.712), ('semmeringbahn viadukte', 0.7049), ('semmeringbahn tourismusregion', 0.7019), ('viadukte semmeringbahn', 0.7017)]"
180,10234086_cleaned,"[('line aberdeen', 0.7048), ('aberdeen railway', 0.6601), ('railway aberdeen', 0.6562), ('scotland railway', 0.6189), ('railway scottish', 0.5982)]"
181,6130953_cleaned,"[('sedimentstrukturen engem', 0.5912), ('sedimentabfolgen unterschiedlicher', 0.5786), ('buntsandstein sedimentstrukturen', 0.5345), ('bedeutung sedimente', 0.5236), ('sedimente zeitalters', 0.522)]"
182,35911_cleaned,"[('großglockners geowissenschaftliche', 0.5107), ('geologie großglockner', 0.509), ('nordwand großglockners', 0.4647), ('großglockner richtung', 0.4542), ('österreichs landschaftliche', 0.4515)]"
183,7239833_cleaned,"[('proteinogenen aminosäuren', 0.7302), ('aminosäuren proteinen', 0.7231), ('proteine aminosäuren', 0.7221), ('protein aminosäuren', 0.719), ('aminosäuren amino', 0.7122)]"
184,267621_cleaned,"[('karneadesgesandtschaft auswirkungen', 0.5814), ('klassifizierung karneades', 0.5622), ('skeptizismus karneades', 0.5542), ('studies karneades', 0.5521), ('wahrscheinlichkeit karneades', 0.5492)]"
185,8003873_cleaned,"[('borcherts gesamtwerk', 0.5268), ('borchert sprechakttheoretisch', 0.5072), ('borcherts kurzgeschichte', 0.5044), ('borchert gesamtwerk', 0.5021), ('isbn kurzgeschichte', 0.5009)]"
186,51200_cleaned,"[('franklin dna', 0.6562), ('franklin rosalind', 0.6521), ('dna franklin', 0.6469), ('rosalind franklin', 0.6329), ('rosalind franklins', 0.6275)]"
187,12442_cleaned,"[('kunstmarkt gabriele', 0.5379), ('münters künstlerisches', 0.5242), ('münter künstlerin', 0.5074), ('münter künstler', 0.4952), ('münters kunst', 0.4924)]"
188,2180146_cleaned,"[('prometheus mythischen', 0.6196), ('mythologie prometheussage', 0.6121), ('zeus prometheus', 0.6099), ('bedeutung prometheus', 0.6069), ('prometheus zeus', 0.604)]"
189,101696_cleaned,"[('garfield county', 0.5184), ('township heutiges', 0.4833), ('monmouth county', 0.4727), ('garfields ohio', 0.4673), ('county ohio', 0.4583)]"
190,31940_cleaned,"[('impfpistole immunisierungen', 0.7072), ('immunisierung impfstoffe', 0.6812), ('immunisierung impfung', 0.6802), ('infektionskrankheiten immunisierung', 0.6784), ('impfstoff immunisierungsart', 0.6743)]"
191,242895_cleaned,"[('darlingtonia sarraceniaceae', 0.5774), ('darlingtonia botanical', 0.5595), ('kobralilie darlingtonia', 0.5322), ('darlingtonia geführte', 0.5175), ('auszugsweise darlingtonia', 0.5036)]"
192,504123_cleaned,"[('fernsehturm chrischona', 0.5314), ('fernmeldekreisdirektion zürich', 0.5187), ('architekten fernsehturm', 0.5159), ('modernste fernsehturm', 0.5121), ('neuen fernsehturms', 0.5093)]"
193,3857520_cleaned,"[('schweizer zeitungen', 0.7363), ('schweizerischen zeitungsleser', 0.7228), ('schweiz zeitungsredaktion', 0.7113), ('zeitung schweizerische', 0.7083), ('schweizer zeitung', 0.7057)]"
194,78410_cleaned,"[('brillenbären landwirtschaftliche', 0.4804), ('brillenbären venezuela', 0.4608), ('tremarctos brillenbär', 0.4566), ('brillenbär tiere', 0.4554), ('brillenbären peru', 0.4338)]"
195,377361_cleaned,"[('frankfurt straßenbahnverkehr', 0.5754), ('straßenbahnverkehr frankfurt', 0.5676), ('frankfurt straßenbahnlinien', 0.5536), ('straßenbahn frankfurt', 0.5522), ('straßenbahnverbindung frankfurt', 0.551)]"
196,10722349_cleaned,"[('chanson sänger', 0.5322), ('chansons langspielplatte', 0.5276), ('langspielplatte songs', 0.5179), ('chanson deutsch', 0.5175), ('bestückung musikboxen', 0.5157)]"
197,6434565_cleaned,"[('fossilformen fayyum', 0.6508), ('fossilgemeinschaft fayyum', 0.6316), ('fayyum fossillagerstätte', 0.6208), ('fossillagerstätte fayyum', 0.6201), ('fossilien fayyums', 0.5891)]"
198,5547_cleaned,"[('gasförmige element', 0.5141), ('isotope wasserstoffs', 0.5043), ('elements wasserstoff', 0.5007), ('element wasserstoff', 0.4897), ('wasserstoff element', 0.4858)]"
199,463969_cleaned,"[('entomologe libelle', 0.4388), ('libellula quadrimaculata', 0.4368), ('maculata libellen', 0.4319), ('hinterleib abdomen', 0.4294), ('erstbeschreibungen maculata', 0.4263)]"
200,69161_cleaned,"[('brandenburg beetzseeufer', 0.6777), ('brandenburg gemeindegrenze', 0.6553), ('landesstraße brandenburg', 0.6551), ('brandenburgs schutzgebiet', 0.6528), ('land brandenburg', 0.6423)]"
201,25266_cleaned,"[('webers wissenschaftstheoretische', 0.6513), ('webers geschichte', 0.6504), ('weber studies', 0.6486), ('weber geschichte', 0.6465), ('geschichtswissenschaften webers', 0.6463)]"
202,3811977_cleaned,"[('landschaftsschutzgebiete senatsverwaltung', 0.6441), ('landschaftsschutzgebiet grunewald', 0.6428), ('landschaftsschutzgebietes', 0.6378), ('landschaftsschutzgebiet', 0.6319), ('landschaftsschutzgebietes grunewald', 0.6319)]"
203,699446_cleaned,"[('pyramide pyramidenliste', 0.7399), ('pyramide pyramideninnere', 0.7159), ('pyramidentexte pyramide', 0.7088), ('pyramide pyramide', 0.7013), ('verwendung pyramidentexte', 0.6582)]"
204,110561_cleaned,"[('arbon stadt', 0.5605), ('stadt arbon', 0.5582), ('tourismus arbon', 0.547), ('zeitreise arbons', 0.5416), ('bahnhofsgebäude arbon', 0.5297)]"
205,3474734_cleaned,"[('sicherheitsbestimmungennach triumph', 0.6305), ('triumph prototypen', 0.6293), ('triumph management', 0.625), ('marktsegment triumphs', 0.6163), ('produktionsumfang triumph', 0.6025)]"
206,247406_cleaned,"[('fernmeldeturms mannheim', 0.7416), ('fernmeldeturms mannheimer', 0.7279), ('fernmeldeturm mannheim', 0.7182), ('mannheimer fernmeldeturms', 0.7096), ('fernmeldeturms besucherparkplätze', 0.6911)]"
207,544219_cleaned,"[('ruanda völkerbund', 0.4649), ('ruandas hilfsorganisationen', 0.4448), ('völkermordes entwicklung', 0.4393), ('ruanda marginalisierung', 0.4373), ('völkermords ruanda', 0.4344)]"
208,5783_cleaned,"[('zirconiumhaltigen mineralien', 0.7113), ('mineralbildung zirkon', 0.6307), ('mineralsystematik zirkon', 0.6289), ('zirkon mineral', 0.6273), ('minerale entmischungen', 0.6106)]"
209,211244_cleaned,"[('lemuren lemuriformes', 0.5804), ('vertretern primatengruppe', 0.5448), ('primatengruppe gruppe', 0.536), ('lemuriformes', 0.5316), ('lemuriformes trockene', 0.5011)]"
210,1421603_cleaned,"[('invasion torpedoboote', 0.6068), ('torpedoboote landungsoperationen', 0.5331), ('deutsche torpedoboote', 0.5232), ('naval operations', 0.5215), ('torpedos alliierten', 0.493)]"
211,9263_cleaned,"[('chile geographisch', 0.6145), ('osterinsel chile', 0.5733), ('chile osterinsel', 0.559), ('landvogelarten chilesteißhuhn', 0.5535), ('chilenische osterinsel', 0.5361)]"
212,3242766_cleaned,"[('infantry division', 0.6903), ('panzergrenadiereinheiten division', 0.6592), ('divisionen army', 0.6525), ('panzer division', 0.6509), ('division regiment', 0.6466)]"
213,2345_cleaned,"[('elementarem indium', 0.6889), ('indium elementinformationen', 0.6769), ('indium chemisches', 0.6645), ('elementarzelle indium', 0.6631), ('indiumatoms indium', 0.6587)]"
214,1482562_cleaned,"[('glossotherium vorderen', 0.6375), ('auftreten glossotherium', 0.635), ('glossotherium verwandte', 0.6276), ('tätigkeit glossotherium', 0.6268), ('glossotherium mittleren', 0.6247)]"
215,16051_cleaned,"[('fagaceae edelkastanie', 0.6173), ('buchengewächse fagaceae', 0.5123), ('fagaceae', 0.4934), ('kastanienrindenkrebs früheren', 0.4316), ('abständen pollenspendende', 0.419)]"
216,161699_cleaned,"[('berlin bahn', 0.6433), ('berliner bahn', 0.6381), ('bahn berlin', 0.6313), ('bahn berlinern', 0.6176), ('berlin bahnhöfe', 0.6092)]"
217,244788_cleaned,"[('fußballnationalmannschaft uefa', 0.6977), ('fußballnationalmannschaft europäischen', 0.6634), ('österreichischen fußballnationalmannschaft', 0.6574), ('stadions nationalmannschaft', 0.6554), ('fußballnationalmannschaft 16', 0.6542)]"
218,5516840_cleaned,"[('stäbchenförmig gram', 0.5017), ('gramnegative stäbchenförmige', 0.4747), ('zelloberfläche antigene', 0.4453), ('gastroenteritis virulenzfaktor', 0.398), ('gastroenteritis krankheitsausbruch', 0.3946)]"
219,259864_cleaned,"[('norden toplitz', 0.6491), ('toplitzsees toplitz', 0.6252), ('toplitz slawische', 0.6236), ('nordostufer toplitzsee', 0.6169), ('toplitzsee fjordartig', 0.6042)]"
220,605676_cleaned,"[('straßenbahn lissabon', 0.6143), ('straßenbahnmodelle lissabon', 0.6129), ('elektrischen straßenbahnbetrieb', 0.6082), ('straßenbahnmuseum lissabon', 0.6034), ('lissabons straßenbahn', 0.6015)]"
221,24548_cleaned,"[('olympische sportarten', 0.6052), ('athleten unterschiedlichster', 0.5883), ('athleten olympischen', 0.5787), ('größe sportveranstaltung', 0.5768), ('athleten olympische', 0.5751)]"
222,221447_cleaned,"[('biotope kulturlandschaft', 0.5764), ('landwirtschaftliche produktionsfläche', 0.5726), ('landwirtschaftlichen produktion', 0.5642), ('nutzungsaufgabe landwirtschaftlicher', 0.5634), ('landwirtschaft nutzungsaufgabe', 0.5533)]"
223,50675_cleaned,"[('left generalleutnant', 0.7209), ('left premierleutnant', 0.7138), ('left oberstleutnant', 0.7026), ('generalleutnant divisionskommandeur', 0.6501), ('august unterleutnant', 0.6459)]"
224,4415741_cleaned,"[('fauna bestandsuntersuchungen', 0.5245), ('landschaftsraums grunewald', 0.4943), ('murellenschlucht innerstädtischen', 0.4937), ('murellenberge grunewald', 0.4863), ('wasserhaushalt murellenberge', 0.4831)]"
225,102104_cleaned,"[('festungsverbund ehrenbreitstein', 0.5163), ('rechtsrheinischen festungswerke', 0.5), ('gesellschaft festungsforschung', 0.4919), ('feste ehrenbreitstein', 0.4884), ('ehrenbreitstein festungs', 0.4868)]"
226,102872_cleaned,"[('pyramide pyramide', 0.6761), ('meidum pyramid', 0.6725), ('pyramidentempels pyramide', 0.672), ('meidum pyramide', 0.6689), ('meidoum pyramide', 0.6645)]"
227,570760_cleaned,"[('jenkins mini', 0.5325), ('jenkins', 0.4418), ('jenkins britischen', 0.4281), ('jenkins englisch', 0.4234), ('jenkins beweis', 0.4133)]"
